retrieval_method,chunking_method,run,question_id,question,answers,correct_answer,paper_reference,retrieved_chunks,llm_answer,llm_source,is_x,answer_correct,source_correct,latency
hybrid,recursive,5,6,Why is curriculum learning considered an essential component of the training methodology for REFRAG?,"{'A': 'It is required to fine-tune the model for specific downstream tasks like long document summarization.', 'B': 'It prevents the model from overfitting on the Slimpajama dataset during the initial pre-training phase.', 'C': 'It helps the model manage the exponential complexity of possible token combinations when learning to reconstruct from chunk embeddings.', 'D': 'It allows the model to learn selective compression by gradually introducing the reinforcement learning policy.'}",C,"As the chunk length k increases, the number of possible token combinations expands exponentially, specifically at a rate of V^k, where V is the vocabulary size. Effectively capturing this diversity within a fixed-length embedding presents a significant challenge. Additionally, reconstructing s = k x L tokens from L chunk embeddings further compounds the difficulty of the task. ... To address the optimization challenge, we propose employing curriculum learning for both tasks.","['recursive_chunk_029', 'recursive_chunk_028', 'recursive_chunk_084']",C,"['recursive_chunk_029', 'recursive_chunk_028']",False,True,True,0.583
hybrid,recursive,5,7,What is the role of the lightweight reinforcement learning (RL) policy within the REFRAG framework?,"{'A': 'To decide the optimal compression rate (k) for the entire context based on the query.', 'B': 'To replace the lightweight encoder with a more dynamic, policy-based compression mechanism.', 'C': 'To determine on a chunk-by-chunk basis whether to use a compressed embedding or the full token input.', 'D': 'To re-rank the retrieved passages before they are processed by the encoder.'}",C,"This ""compress anywhere"" capability is further enhanced by a lightweight reinforcement learning (RL) policy that selectively determines when full chunk token input is necessary and when low-cost, approximate chunk embeddings suffice. As a result, REFRAG minimizes reliance on computationally intensive token embeddings, condensing most chunks for the query in RAG settings.","['recursive_chunk_008', 'recursive_chunk_029', 'recursive_chunk_095']",C,['recursive_chunk_008'],False,True,True,0.694
hybrid,recursive,5,8,Under what conditions does the REFRAG model achieve its highest acceleration in Time-to-First-Token (TTFT) and throughput?,"{'A': 'For short context lengths, where it achieves up to kx acceleration.', 'B': 'For longer context lengths, where acceleration can reach up to k²x.', 'C': 'When the cache is disabled, leading to a consistent kx acceleration regardless of context length.', 'D': 'In multi-turn conversation, where acceleration is independent of context length.'}",B,"Theoretical analysis (appendix A) shows that for short context lengths, our method achieves up to kx acceleration in TTFT and throughput. For longer context length, acceleration reaches up to k²x for both metrics.","['recursive_chunk_013', 'recursive_chunk_073', 'recursive_chunk_074']",B,"['recursive_chunk_013', 'recursive_chunk_073']",False,True,True,0.461
hybrid,recursive,5,9,How does REFRAG achieve performance gains in RAG tasks under equivalent latency constraints when compared to a fine-tuned LLaMA model?,"{'A': 'By using a more powerful decoder model while keeping the latency the same.', 'B': 'By processing fewer passages than LLaMA but extracting more relevant information from each one.', 'C': 'By using the latency savings from compression to include more passages and thus more context.', 'D': 'By caching the results of previous queries to reduce latency for repeated questions.'}",C,"Under equivalent latency constraints, REFRAG consistently outperform LLaMA on both settings as the saved context can be reinvested to include additional information within the same latency budget.","['recursive_chunk_038', 'recursive_chunk_039', 'recursive_chunk_031']",C,"['recursive_chunk_038', 'recursive_chunk_039']",False,True,True,0.326
hybrid,recursive,5,10,"What happens to REFRAG's performance as the compression rate becomes increasingly aggressive, for instance, a rate of 64?","{'A': 'Performance continues to improve linearly with the compression rate due to increased efficiency.', 'B': ""The model's performance remains competitive and stable, showing no significant degradation."", 'C': 'Performance begins to diminish, suggesting a practical upper limit to how much compression can be applied effectively.', 'D': 'The model fails to produce any output due to memory errors caused by over-compression.'}",C,"We observe a performance regression as the compression rate increases; however, even at a compression rate of 32, our model remains competitive (as shown in table 1). In contrast, a compression rate of 64 appears to be overly aggressive, resulting in diminished performance. These findings suggest a practical limit to the compression rate beyond which the model’s capability is significantly reduced.","['recursive_chunk_032', 'recursive_chunk_029', 'recursive_chunk_084']",C,['recursive_chunk_032'],False,True,True,0.52
hybrid,recursive,5,11,What property of RAG contexts makes it possible to eliminate much of the decoding computation with little impact on performance?,"{'A': 'High semantic similarity among retrieved passages leading to uniform attention', 'B': 'Global attention that densely connects all tokens across passages', 'C': 'Block-diagonal attention patterns caused by mostly unrelated chunks in the context', 'D': 'Dynamic sharing of key–value caches across unrelated prompts'}",C,"These passages often exhibit low semantic similarity due to diversity or deduplication during re-ranking, leading to
block-diagonal attention patterns that differ from those in standard LLM generation tasks. Based
on this observation, we argue that most computations over the RAG context during decoding are
unnecessary and can be eliminated with minimal impact on performance.","['recursive_chunk_007', 'recursive_chunk_006', 'recursive_chunk_001']",C,"['recursive_chunk_001', 'recursive_chunk_006']",False,True,True,0.657
hybrid,recursive,5,12,"When replacing token sequences with precomputed chunk embeddings in decoding, how does the attention computation scale and why is this helpful?","{'A': 'It becomes linear in the number of tokens, reducing quadratic costs tied to layers', 'B': 'It remains quadratic in the number of tokens but with a smaller constant factor', 'C': 'It becomes quadratic in the number of chunks instead of the number of tokens, shortening the effective sequence', 'D': 'It becomes sublinear due to caching, independent of chunks or tokens'}",C,"This approach offers three main advantages: 1) It shortens the decoder’s input length, improving token allocation efficiency;
2) It enables reuse of pre-computed chunk embeddings from retrieval, eliminating redundant computation; and 3) It reduces
attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens
in the context.","['recursive_chunk_008', 'recursive_chunk_007', 'recursive_chunk_048']",C,['recursive_chunk_008'],False,True,True,0.522
hybrid,recursive,5,13,Which statement correctly characterizes the theoretical acceleration in TTFT/throughput as context length varies?,"{'A': 'Up to k²× for short contexts and up to k× for long contexts', 'B': 'Constant for short contexts and logarithmic in k for long contexts', 'C': 'Up to k× for short contexts and up to k²× for long contexts', 'D': 'Linear in k for all context lengths'}",C,"Theoretical analysis (appendix A) shows that for short context lengths, our method achieves up to k×
acceleration in TTFT and throughput. For longer context length, acceleration reaches up to k2× for
both metrics.","['recursive_chunk_013', 'recursive_chunk_073', 'recursive_chunk_014']",C,"['recursive_chunk_013', 'recursive_chunk_073']",False,True,True,0.475
hybrid,recursive,5,14,"How are important context chunks selected for expansion, and what decoding property is preserved during this process?","{'A': 'By random sampling; decoder’s causal masking is removed to allow cross-chunk fusion', 'B': 'By TF-IDF scores; decoder’s cross-attention is disabled to reduce interference', 'C': 'By an RL policy using next-paragraph perplexity as a negative reward; the decoder’s autoregressive property is preserved', 'D': 'By maximum similarity to the query; the decoder operates bidirectionally over the context'}",C,"Selective compression REFRAG introduces selective token compression, expanding important context chunks
uncompressed to improve answer prediction. A RL policy, guided by next-paragraph prediction perplexity as a
negative reward, determines which chunks to retain in their original form. The policy network leverages chunk
embeddings and masking to optimize sequential chunk expansion, thereby preserving the decoder’s autoregressive property.","['recursive_chunk_007', 'recursive_chunk_019', 'recursive_chunk_006']",C,['recursive_chunk_019'],False,True,True,0.632
hybrid,recursive,5,15,"During the reconstruction phase used to align encoder and decoder, which components are trained and what behavior does this encourage?","{'A': 'Only the decoder is trained; it encourages reliance on parametric memory over context', 'B': 'Both encoder and decoder are trained; it encourages aggressive token dropout', 'C': 'Only the encoder and projection layer are trained; it encourages reliance on context memory rather than parametric memory', 'D': 'Only the retriever is trained; it encourages higher lexical overlap among chunks'}",C,"Reconstruction task. We input the first s tokens x1:s to the encoder and learn to reconstruct tokens x1:s in the decoder. In this task,
we freeze the decoder model and only train the encoder and projection layer. … The reconstruction task was specifically chosen to
encourage the model to rely on context memory rather than its parametric memory during training.","['recursive_chunk_016', 'recursive_chunk_015', 'recursive_chunk_047']",C,['recursive_chunk_016'],False,True,True,1.756
hybrid,recursive,5,16,"Why is curriculum learning applied in training with chunk embeddings, and how is task difficulty increased?","{'A': 'To stabilize gradients; difficulty is increased by reducing batch size each epoch', 'B': 'To avoid overfitting; difficulty is increased by adding label noise', 'C': 'To handle the exponential V^k combination space; difficulty is increased from single-chunk to multi-chunk reconstruction via data mixture scheduling', 'D': 'To speed up data loading; difficulty is increased by shortening sequences progressively'}",C,"As the chunk length k increases, the number of possible token combinations expands exponentially, specifically at a rate of V k, where V is the
vocabulary size. … For the reconstruction task, training begins with reconstructing a single chunk … Subsequently, the model reconstructs x1:2k …
To continuously adjust task difficulty, we vary the data mixture over time, starting with examples dominated by easier tasks and gradually shifting
towards those dominated by more difficult tasks.","['recursive_chunk_018', 'recursive_chunk_019', 'recursive_chunk_126']",C,"['recursive_chunk_018', 'recursive_chunk_019']",False,True,True,0.695
hybrid,recursive,5,17,What empirical result is reported when using RL-based selective compression to achieve an effective compression rate of 8?,"{'A': 'REFRAG8 consistently outperforms REFRAG16 because it is natively trained at rate 8', 'B': 'REFRAG8 and REFRAG16 perform identically when matched for compression rate', 'C': 'REFRAG16 with RL-based selective compression consistently outperforms REFRAG8 without recomputing chunk embeddings', 'D': 'REFRAG16 underperforms due to over-compression even when expanded to rate 8'}",C,"Table 13 demonstrates that REFRAG16 with RL-based selective compression consistently outperforms REFRAG8 across different datasets and context lengths.
This finding is particularly surprising, as REFRAG16 achieves a compression rate of 8 without recomputing chunk embeddings, yet still surpasses the
performance of REFRAG8.","['recursive_chunk_097', 'recursive_chunk_029', 'recursive_chunk_024']",C,"['recursive_chunk_029', 'recursive_chunk_097']",False,True,True,0.601
hybrid,recursive,5,18,Which limitation prevents CEPE from supporting multi-turn RAG and similar applications efficiently?,"{'A': 'It requires encoder–decoder pretraining from scratch for every task', 'B': 'It relies on dense global attention over all tokens, increasing KV memory', 'C': 'It disrupts the causal structure and is limited to prefix contexts, while not using token compression', 'D': 'It cannot cache any intermediate states across turns'}",C,"CEPE … is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG
or summarization. Additionally, CEPE does not utilize token compression, resulting in similar or even increased decoding latency.","['recursive_chunk_074', 'recursive_chunk_050', 'recursive_chunk_048']",C,['recursive_chunk_048'],False,True,True,0.579
hybrid,recursive,5,19,"Under equal latency in a weak retriever setting, what passage configuration is compared and what average performance gain is reported?","{'A': '4 passages vs. 2; 0.71% average gain', 'B': '10 passages vs. 10; 5.26% average gain', 'C': '8 passages for the compressed approach vs. 1 for the baseline; 1.93% average gain', 'D': '1 passage vs. 8; 1.22% average gain'}",C,"With a weak retriever setting, at 10 passages, REFRAG improves performance by 0.71% and accelerates TTFT by 5.26× compared to LLaMA. At equal latency
(8 passages for REFRAG vs. 1 for LLaMA), REFRAG achieves a 1.93% average gain over 16 RAG tasks.","['recursive_chunk_040', 'recursive_chunk_039', 'recursive_chunk_037']",C,['recursive_chunk_040'],False,True,True,0.341
hybrid,recursive,5,20,How is the effective context window extended beyond the decoder’s native limit?,"{'A': 'By switching to a bi-directional decoder with rotary scaling', 'B': 'By stacking additional attention layers at inference time', 'C': 'By leveraging chunk embeddings and compression to extend the context size by up to 16×', 'D': 'By replacing attention with recurrent state updates over tokens'}",C,"By exploiting this attention sparsity structure, we demonstrate a 30.85× the time-to-first-token acceleration … In addition, our optimization framework for
large context enables REFRAG to extend the context size of LLMs by 16×. We provide rigorous validation of REFRAG across diverse long-context tasks.","['recursive_chunk_041', 'recursive_chunk_007', 'recursive_chunk_032']",C,['recursive_chunk_007'],False,True,True,0.509
hybrid,recursive,5,21,Which benefit specifically results from replacing raw context tokens with pre-computed chunk embeddings during decoding?,"{'A': 'Eliminating the key–value (KV) cache entirely to achieve constant memory use across context lengths.', 'B': 'Reducing attention complexity to linear in the total number of original tokens through token pruning.', 'C': 'Reducing attention computation so complexity scales with the number of chunks (quadratic in chunks) rather than with the number of tokens.', 'D': 'Avoiding the need for an encoder by learning chunk embeddings directly inside the decoder layers.'}",C,"Instead of using tokens from retrieved
passages as input, REFRAG leverages pre-computed, compressed chunk embeddings as approximate represen-
tations, feeding these embeddings directly into the decoder. This approach offers three main advantages: 1) It
shortens the decoder’s input length, improving token allocation efficiency; 2) It enables reuse of pre-computed
chunk embeddings from retrieval, eliminating redundant computation; and 3) It reduces attention computation
complexity, which now scales quadratically with the number of chunks rather than the number of tokens in
the context.","['recursive_chunk_007', 'recursive_chunk_017', 'recursive_chunk_012']",C,"['recursive_chunk_007', 'recursive_chunk_012']",False,True,True,0.378
hybrid,recursive,5,22,"Under long-context settings, what acceleration does the method theoretically achieve for time-to-first-token and throughput?","{'A': 'Up to log(k)× for TTFT and constant for throughput.', 'B': 'Up to k× for TTFT but no change in throughput.', 'C': 'Up to k^2× for both TTFT and throughput.', 'D': 'Up to sqrt(k)× for TTFT and k× for throughput.'}",C,"Theoretical analysis (appendix A) shows that for short context lengths, our method achieves up to k×
acceleration in TTFT and throughput. For longer context length, acceleration reaches up to k2× for both
metrics.","['recursive_chunk_013', 'recursive_chunk_073', 'recursive_chunk_049']",C,"['recursive_chunk_013', 'recursive_chunk_073']",False,True,True,0.522
hybrid,recursive,5,23,What capability allows the approach to support multi-turn and agentic applications while still benefiting from compression?,"{'A': 'Cross-attention removal that forces all context to be prefix-only.', 'B': 'A decoder architecture with non-autoregressive generation for context tokens.', 'C': 'Compression of token chunks at arbitrary positions with an RL policy that decides when to expand selected chunks.', 'D': 'A retrieval stage that always deduplicates to a single document before decoding.'}",C,"Unlike prior methods (Yen et al., 2024), REFRAG supports compression of token chunks at
arbitrary positions (see figure 1) while preserving the autoregressive nature of the decoder, thereby supporting
multi-turn and agentic applications. This “compress anywhere” capability is further enhanced by a lightweight
reinforcement learning (RL) policy that selectively determines when full chunk token input is necessary
and when low-cost, approximate chunk embeddings suffice .","['recursive_chunk_008', 'recursive_chunk_032', 'recursive_chunk_049']",C,['recursive_chunk_008'],False,True,True,0.551
hybrid,recursive,5,24,"When aligning the encoder and decoder via a reconstruction task, what are the two primary goals for the encoder and projection layer?","{'A': 'To maximize reliance on the decoder’s parametric memory and to minimize use of context memory.', 'B': 'To map token embeddings into the encoder space and discard positional information entirely.', 'C': 'To compress k tokens with minimal information loss and project chunk embeddings into the decoder’s token space so the decoder can reconstruct accurately.', 'D': 'To train only the decoder end-to-end while freezing both the encoder and projection layers.'}",C,"The main objectives are to align the encoder and projection layer so that: 1) encoder can compress k tokens with
minimal information loss, and 2) projection layer can effectively map the encoder’s chunk embeddings into the
decoder’s token space, allowing the decoder to interpret and accurately reconstruct the original information.","['recursive_chunk_011', 'recursive_chunk_016', 'recursive_chunk_018']",C,['recursive_chunk_016'],False,True,True,0.565
hybrid,recursive,5,25,What learning signal guides the policy that decides which context chunks should remain uncompressed?,"{'A': 'BLEU score measured on generated answers during instruction tuning.', 'B': 'Wall-clock latency improvements observed during prefill.', 'C': 'Next-paragraph prediction perplexity used as a negative reward in reinforcement learning.', 'D': 'A fixed TF-IDF score threshold computed over the retrieval corpus.'}",C,"Selective compression REFRAG introduces selective token compression, expanding important context chunks
uncompressed to improve answer prediction. A RL policy, guided by next-paragraph prediction perplexity as
a negative reward, determines which chunks to retain in their original form. The encoder and decoder are
fine-tuned to handle mixed inputs of compressed and uncompressed chunks.","['recursive_chunk_025', 'recursive_chunk_075', 'recursive_chunk_019']",C,"['recursive_chunk_019', 'recursive_chunk_075']",False,True,True,0.593
hybrid,recursive,5,26,"For mid-to-long contexts (length 16,384) and compression rate k=16, what empirical TTFT acceleration with caching was observed?","{'A': '8.59×', 'B': '9.30×', 'C': '16.53×', 'D': '32.99×'}",C,"Empirically, as shown in figure 2, with a context length of 16384 (mid-to-long context), REFRAG
with k = 16 achieves 16.53× TTFT acceleration with cache and 8.59× without cache1, both surpassing
CEPE (2.01× and 1.04×, respectively), while achieving 9.3% performance (measured by perplexity) compared
to CEPE (table 1).","['recursive_chunk_013', 'recursive_chunk_073', 'recursive_chunk_014']",C,"['recursive_chunk_013', 'recursive_chunk_073', 'recursive_chunk_014']",False,True,True,0.763
hybrid,recursive,5,27,"At equal latency in a strong-retriever setting (8 passages vs. 1), what average change in performance across RAG tasks is achieved?","{'A': 'A 5.26% improvement due to higher passage recall.', 'B': 'A 0.71% improvement driven by better weak-retriever robustness.', 'C': 'A 1.22% improvement averaged over 16 tasks.', 'D': 'No measurable improvement; only latency decreases.'}",C,"With a strong retriever and a maximum of 10 passages, REFRAG matches LLaMA’s performance while achieving a 5.26×
speedup in TTFT. At equal latency (8 passages for REFRAG vs. 1 for LLaMA), REFRAG attains a 1.22%
average improvement across 16 RAG tasks. With a weak retriever setting, at 10 passages, REFRAG improves
performance by 0.71% and accelerates TTFT by 5.26× compared to LLaMA.","['recursive_chunk_040', 'recursive_chunk_039', 'recursive_chunk_037']",C,['recursive_chunk_040'],False,True,True,0.465
hybrid,recursive,5,28,"When the number of chunk embeddings matches 256 (s/k = 256), how does performance compare to using only the last 256 tokens of the context?","{'A': 'They perform approximately the same due to equal token counts.', 'B': 'Using the last 256 tokens performs better because no projection is needed.', 'C': 'Compressed chunk embeddings consistently surpass using the last 256 tokens.', 'D': 'Both settings fail due to out-of-memory errors on long contexts.'}",C,"For reference, LLaMA256 uses only the last 256 tokens, matching the number of chunk
embeddings in REFRAG8 (s/k = 256), yet REFRAG8 consistently surpasses LLaMA256, demonstrating
the effectiveness of compressed chunk embeddings.","['recursive_chunk_023', 'recursive_chunk_012', 'recursive_chunk_050']",C,['recursive_chunk_023'],False,True,True,0.633
hybrid,recursive,5,29,What is the observed effect of increasing the compression rate to 64 on model capability?,"{'A': 'Performance continues to improve due to stronger regularization.', 'B': 'Latency improves but perplexity remains unchanged.', 'C': 'Performance diminishes, suggesting a practical limit beyond which capability degrades.', 'D': 'Training diverges unless the encoder is made significantly larger.'}",C,"We observe a performance regression as
the compression rate increases; however, even at a compression rate of 32, our model remains competitive
(as shown in table 1). In contrast, a compression rate of 64 appears to be overly aggressive, resulting in
diminished performance. These findings suggest a practical limit to the compression rate beyond which the
model’s capability is significantly reduced.","['recursive_chunk_032', 'recursive_chunk_072', 'recursive_chunk_029']",C,['recursive_chunk_032'],False,True,True,0.758
hybrid,recursive,5,30,What mechanism enables extending effective context beyond the original 4k window without modifying the decoder’s positional encoding?,"{'A': 'Rotary positional scaling applied during fine-tuning.', 'B': 'Speculative decoding that predicts future tokens to compress the prompt.', 'C': 'Using chunk embeddings to extrapolate context length and support broader applications.', 'D': 'LoRA adapters that re-parameterize the attention projections.'}",C,"The original Llama-2-7B supports only a 4k context window, whereas our approach enables extrapolation via
chunk embeddings, extending context and supporting broader applications.","['recursive_chunk_007', 'recursive_chunk_041', 'recursive_chunk_023']",C,['recursive_chunk_023'],False,True,True,0.486
hybrid,recursive,5,31,How does REFRAG change the scaling of attention computation during decoding when using compressed context?,"{'A': 'It makes attention computation linear in the number of tokens regardless of context size.', 'B': 'It keeps quadratic scaling in the number of tokens but reduces constant factors with caching.', 'C': 'It makes attention computation scale quadratically with the number of chunks rather than the number of tokens.', 'D': 'It changes attention complexity to cubic in the number of chunks to better model cross-chunk interactions.'}",C,"This approach offers three main advantages: 1) It shortens the decoder’s input length, improving token allocation efficiency; 2) It enables reuse of pre-computed chunk embeddings from retrieval, eliminating redundant computation; and 3) It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.","['recursive_chunk_007', 'recursive_chunk_050', 'recursive_chunk_033']",C,"['recursive_chunk_007', 'recursive_chunk_050']",False,True,True,0.396
hybrid,recursive,5,32,What is the theoretical acceleration in TTFT/throughput that REFRAG can achieve for short versus long contexts as a function of the compression rate k?,"{'A': 'Up to k× for long contexts and no improvement for short contexts.', 'B': 'Up to k× for both short and long contexts.', 'C': 'Up to k× for short contexts and up to k²× for long contexts.', 'D': 'Up to √k× for short contexts and linear in k for long contexts.'}",C,"Theoretical analysis (appendix A) shows that for short context lengths, our method achieves up to k× acceleration in TTFT and throughput.
For longer context length, acceleration reaches up to k2× for both metrics.","['recursive_chunk_013', 'recursive_chunk_038', 'recursive_chunk_037']",C,['recursive_chunk_013'],False,True,True,0.552
hybrid,recursive,5,33,"At a context length of 16,384 with compression rate k = 16, what TTFT acceleration does REFRAG achieve with and without cached chunk embeddings?","{'A': '2.01× with cache and 1.04× without cache.', 'B': '8.59× with cache and 16.53× without cache.', 'C': '16.53× with cache and 8.59× without cache.', 'D': '32.99× with cache and 3.75× without cache.'}",C,"With a context length of 16384 (mid-to-long context), REFRAG with k = 16 achieves 16.53× TTFT acceleration with cache and 8.59× without cache, both surpassing CEPE (2.01× and 1.04×, respectively), while achieving 9.3% performance (measured by perplexity) compared to CEPE (table 1).","['recursive_chunk_013', 'recursive_chunk_024', 'recursive_chunk_073']",C,"['recursive_chunk_013', 'recursive_chunk_073']",False,True,True,0.871
hybrid,recursive,5,34,"During the reconstruction task used in continual pre-training, which components are updated and what behavior does the task encourage?","{'A': 'The decoder and projection layer are trained, encouraging reliance on parametric memory.', 'B': 'Only the decoder is trained, encouraging the model to ignore context memory.', 'C': 'The decoder is frozen while the encoder and projection layer are trained, encouraging reliance on context memory.', 'D': 'Only the encoder is frozen, encouraging stronger cross-attention to question tokens.'}",C,"In this task, we freeze the decoder model and only train the encoder and projection layer. The main objectives are to align the encoder and projection layer so that: 1) encoder can compress k tokens with minimal information loss, and 2) projection layer can effectively map the encoder’s chunk embeddings into the decoder’s token space, allowing the decoder to interpret and accurately reconstruct the original information. The reconstruction task was specifically chosen to encourage the model to rely on context memory rather than its parametric memory during training.","['recursive_chunk_029', 'recursive_chunk_015', 'recursive_chunk_018']",C,"['recursive_chunk_018', 'recursive_chunk_029']",False,True,False,0.551
hybrid,recursive,5,35,How is curriculum learning applied to the reconstruction task to address optimization difficulty as k and the number of chunks increase?,"{'A': 'By starting with all chunks reconstructed at once and progressively pruning tokens using scheduled sampling.', 'B': 'By freezing the encoder and gradually unfreezing layers of the decoder based on validation loss.', 'C': 'By beginning with reconstructing a single chunk and gradually increasing to multiple chunks while adjusting the data mixture toward harder examples over time.', 'D': 'By replacing ground-truth tokens with model predictions earlier in training to induce robustness to errors.'}",C,"Curriculum learning incrementally increases task difficulty, enabling the model to gradually and effectively acquire complex skills. For the reconstruction task, training begins with reconstructing a single chunk: the encoder receives one chunk embedding c1 for x1:k and the decoder reconstructs the k tokens using the projected chunk embedding. Subsequently, the model reconstructs x1:2k from two chunk embeddings, and so forth. To continuously adjust task difficulty, we vary the data mixture over time, starting with easier tasks and gradually shifting toward more difficult tasks.","['recursive_chunk_018', 'recursive_chunk_029', 'recursive_chunk_017']",C,"['recursive_chunk_018', 'recursive_chunk_017']",False,True,True,0.57
hybrid,recursive,5,36,"What signal drives REFRAG’s RL-based selective compression policy, and which property of the decoder does the policy explicitly preserve?","{'A': 'Policy gradient on token-level cross-entropy, preserving bidirectional attention.', 'B': 'Entropy regularization on chunk selection, preserving causal masking.', 'C': 'Next-paragraph prediction perplexity as a negative reward, preserving the decoder’s autoregressive property.', 'D': 'Contrastive loss between chunks, preserving cross-document attention.'}",C,"A RL policy, guided by next-paragraph prediction perplexity as a negative reward, determines which chunks to retain in their original form. The encoder and decoder are fine-tuned to handle mixed inputs of compressed and uncompressed chunks. The policy network leverages chunk embeddings and masking to optimize sequential chunk expansion, thereby preserving the decoder’s autoregressive property and enabling flexible placement of compression.","['recursive_chunk_032', 'recursive_chunk_029', 'recursive_chunk_076']",C,"['recursive_chunk_076', 'recursive_chunk_032']",False,True,True,0.329
hybrid,recursive,5,37,Which compression rate delivers a 9.3% average perplexity improvement over CEPE across four datasets according to the reported results?,"{'A': '4', 'B': '8', 'C': '16', 'D': '32'}",C,"With a compression rate of 16, we achieve a 9.3% average perplexity improvement over CEPE across four datasets. Meanwhile, our method is 16.53× faster than LLaMA in TTFT and 2.01× faster than CEPE.","['recursive_chunk_024', 'recursive_chunk_030', 'recursive_chunk_023']",C,"['recursive_chunk_024', 'recursive_chunk_023']",False,True,True,0.502
hybrid,recursive,5,38,What is the scale and composition of the continual pre-training corpus used to align the encoder and decoder?,"{'A': '627B tokens from CommonCrawl only with heavy deduplication.', 'B': '10B tokens from Wikipedia and StackExchange in equal proportions.', 'C': '20B tokens consisting of 50% ArXiv and 50% Book domains from SlimPajama.', 'D': '1.1M instruction-tuning examples spanning five domains.'}",C,We use the SlimPajama dataset… We only use the Book and ArXiv domains from the dataset since these two domains contain long texts. We sampled from this dataset to construct a 20B token training dataset which contains 50% data from Arxiv and 50% data from Book.,"['recursive_chunk_015', 'recursive_chunk_016', 'recursive_chunk_014']",X,[],True,False,,0.525
hybrid,recursive,5,39,"Which retriever and corpus specification are used to obtain passages for RAG, including corpus size and passage length constraint?","{'A': 'BM25 over a 100M-passage Wikipedia-only corpus, max 512 words per passage.', 'B': 'Contriever over a 500M CommonCrawl corpus, no length limit per passage.', 'C': 'DRAGON+ over a 400M-passage corpus built from Wikipedia and CommonCrawl, with each passage under 200 words.', 'D': 'ColBERTv2 over a 1B mixed-domain corpus, up to 300 words per passage.'}",C,We follow the work of Lin et al. (2024) to use Wikipedia dumps and CommonCrawl dumps to create a retrieval corpus with 400 million passages. Each passage contains less than 200 words. We use the DRAGON+ model as our retriever and use the implementation of Izacard et al. (2023a) to retrieve the K-nearest neighbors.,"['recursive_chunk_037', 'recursive_chunk_040', 'recursive_chunk_036']",C,['recursive_chunk_037'],False,True,True,0.652
hybrid,recursive,5,40,"In the strong-retriever setting at equal latency, how are passages allocated between REFRAG and LLaMA, and what average performance change is observed?","{'A': 'Both use 10 passages; REFRAG lags LLaMA by 0.71% on average.', 'B': 'REPRAG uses 1 passage and LLaMA 8; REFRAG leads by 1.22% on average.', 'C': 'REFRAG uses 8 passages and LLaMA 1; REFRAG leads by 1.22% on average.', 'D': 'REFRAG uses 4 passages and LLaMA 4; performance is identical on average.'}",C,"With a strong retriever and a maximum of 10 passages, REFRAG matches LLaMA’s performance while achieving a 5.26× speedup in TTFT.
At equal latency (8 passages for REFRAG vs. 1 for LLaMA), REFRAG attains a 1.22% average improvement across 16 RAG tasks.","['recursive_chunk_040', 'recursive_chunk_039', 'recursive_chunk_031']",C,['recursive_chunk_040'],False,True,True,0.526
hybrid,recursive,5,41,How does the REFRAG framework handle input from retrieved passages to improve decoding efficiency?,"{'A': 'It exclusively uses the full token sequences from all retrieved passages as direct input for the decoder.', 'B': 'It fine-tunes the LLM architecture to better process sparse attention patterns from RAG inputs.', 'C': 'It utilizes pre-computed, compressed chunk embeddings as approximate representations of the passages, feeding these directly into the decoder.', 'D': 'It relies on a reinforcement learning policy to re-rank passages and only feeds the top-ranked passage to the decoder.'}",C,"REFRAG makes several novel modifications to the decoding process: Instead of using tokens from retrieved passages as input, REFRAG leverages pre-computed, compressed chunk embeddings as approximate representations, feeding these embeddings directly into the decoder. This approach offers three main advantages: 1) It shortens the decoder's input length, improving token allocation efficiency; 2) It enables reuse of pre-computed chunk embeddings from retrieval, eliminating redundant computation; and 3) It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.","['recursive_chunk_001', 'recursive_chunk_031', 'recursive_chunk_007']",C,"['recursive_chunk_007', 'recursive_chunk_001']",False,True,True,0.394
hybrid,recursive,5,42,What is the primary objective of the reconstruction task in the continual pre-training recipe for REFRAG?,"{'A': 'To train the decoder to generate more fluent and coherent text.', 'B': 'To align the encoder and projection layer so the decoder can accurately interpret compressed chunk embeddings and reconstruct the original information.', 'C': 'To increase the parametric memory of the model for better performance on downstream tasks.', 'D': 'To reduce the overall perplexity of the model on the pre-training dataset.'}",B,"Reconstruction task. We input the first s tokens x1:s to the encoder and learn to reconstruct tokens x1:s in the decoder. In this task, we freeze the decoder model and only train the encoder and projection layer. The main objectives are to align the encoder and projection layer so that: 1) encoder can compress k tokens with minimal information loss, and 2) projection layer can effectively map the encoder's chunk embeddings into the decoder's token space, allowing the decoder to interpret and accurately reconstruct the original information.","['recursive_chunk_029', 'recursive_chunk_015', 'recursive_chunk_000']",B,['recursive_chunk_015'],False,True,False,0.638
